canonical_sku,w,h,d,keyword,source,raw_desc
USV2496,23.25,96,0.25,SKIN_PANEL,LOVE_MILESTONE,"Shaker Gray - Tall Skin Panel - 1/4""D X 96""H X 23 1/4"" W"
FPV4296,42,96,0.25,PANEL,LOVE_MILESTONE,"Shaker Gray - Finished Plywood Panel - 42""W X 96""H X 1/4""D"
S2496,24,96,0.75,SHELF,LOVE_MILESTONE,"Shaker Gray - Shelf Board - 3/4""D X 96""H X 24""W"
COV,96,3.625,3.5,CROWN,LOVE_MILESTONE,"Shaker Gray - Cove Crown Moulding - 3 1/2""D X 3 5/8""H X 96""W"
CM8,96,1.875,2.125,CROWN,LOVE_MILESTONE,"Shaker Gray - Crown Moulding - 2-1/8""D X 1 7/8""H X 96""W"
ACM8,96,2.5,2.5,CROWN,LOVE_MILESTONE,"Shaker Gray - Angle Crown Moulding - 2 1/2""D X 2 1/2""H X 96""W"
ALRM8,96,,2,MOULDING,LOVE_MILESTONE,"Shaker Gray - Angle Light Rail Moulding - 2""D X 96""W"
LRM8,96,2.25,0.75,MOULDING,LOVE_MILESTONE,"Shaker Gray - Light Rail Moulding - 2 1/4""H X 3/4""D X 96""W"
OCM8,96,0.75,0.125,CORNER,LOVE_MILESTONE,"Shaker Gray - Outside Corner Moulding - 96""W X 3/4""H X 1/8""D"
ROPE,96,0.75,0.375,MOULDING,LOVE_MILESTONE,"Shaker Gray - Rope moulding - 3/8""D X 3/4""H X 96""W"
DMTIS,96,0.6875,0.375,MOULDING,LOVE_MILESTONE,"Shaker Gray - Dentil moulding - 3/8""D X 11/16""H X 96""W"
FBM,96,4.5,0.75,BASE,LOVE_MILESTONE,"Shaker Gray - Furniture Base Moulding - 3/4""D X 4-1/2""H X 96""W"
BCM8(DCM),96,3.53125,2.375,CROWN,LOVE_MILESTONE,"Shaker Gray - Decorative Crown Moulding - 2 3/8""D X 3 17/32""H X 96""W"
RCM4S(LCM),96,3.3125,2.5,CROWN,LOVE_MILESTONE,"Shaker Gray - Inset Crown Moulding - 2 1/2""D X 3-5/16""H X 96""W"
SHM,96,0.6875,0.6875,MOULDING,LOVE_MILESTONE,"Shaker Gray - Shoe Moulding - 11/16""D X 11/16""H X 96""W"
SM8(SCR),96,0.75,0.25,MOULDING,LOVE_MILESTONE,"Shaker Gray - Scribe Moulding - 1/4""D X 3/4""H X 96""W"
BAM,96,0.75,0.25,MOULDING,LOVE_MILESTONE,"Shaker Gray - Batten Moulding - 1/4""D X 3/4""H X 96""W"
CB9,3,9,9,,LOVE_MILESTONE,"Shaker Gray - Corbel - 3""W X 9""H X 9""D"
CBT,3.125,13.0625,5.875,,LOVE_MILESTONE,"Shaker Gray - Corbel - 3-1/8""W X 13-1/16""H X 5-7/8""D"
CLDL,3,34.5,3,,LOVE_MILESTONE,"Shaker Gray - Classic Decorative Leg - 3""W X 3""D X 34 1/2""H"
FLDL,3,34.5,3,,LOVE_MILESTONE,"Shaker Gray - Fluted Decorative Leg - 3""W X 3""D X 34 1/2""H"
VDEP,20.5,29,,VANITY_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Base Decorative Door Panel - 20 1/2""W x 29""H"
VA30,30,6,0.75,,LOVE_MILESTONE,"Shaker Gray - Arched Valance - 3/4""D X 6""H X 30""W"
VA36,36,6,0.75,,LOVE_MILESTONE,"Shaker Gray - Arched Valance - 3/4""D X 6""H X 36""W"
VA42,42,6,0.75,,LOVE_MILESTONE,"Shaker Gray - Arched Valance - 3/4""D X 6""H X 42""W"
VA48,48,6,0.75,,LOVE_MILESTONE,"Shaker Gray - Arched Valance - 3/4""D X 6""H X 48""W"
SBF4242,42,,,CORNER,LOVE_MILESTONE,"Shaker Gray - Corner Sink Front Floor - 42""W - Goes With DCSF42"
SGH30,30,1.5,12,WALL,LOVE_MILESTONE,"Shaker Gray - Stem Wine Glass Holder - 30""W X 1-1/2""H X 12""D - Mounts under any 30""W Wall Cabinet."
VKD36,36,7,21,,LOVE_MILESTONE,"Shaker Gray - Knee Drawer - 36""W X 7""H X 21""D"
FS24,24,2.0625,12,SHELF,LOVE_MILESTONE,"Shaker Gray - Floating Shelf-24""W x 2-1/16""H x 12""D"
FS30,30,2.0625,12,SHELF,LOVE_MILESTONE,"Shaker Gray - Floating Shelf-30""W x 2-1/16""H x 12""D"
FS36,36,2.0625,12,SHELF,LOVE_MILESTONE,"Shaker Gray - Floating Shelf-36""W x 2-1/16""H x 12""D"
SD,,,,,LOVE_MILESTONE,
TUK,,,,,LOVE_MILESTONE,Shaker Gray - Touch Up Kit
VS24,24,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Sink Base Cabinet - 24""W X 21""D X 34-1/2""H - Comes With Dummy Drawer Front."
VS27,27,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Sink Base Cabinet - 27""W X 21""D X 34-1/2""H - Comes With Dummy Drawer Front."
VS30,30,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Sink Base Cabinet - 30""W X 21""D X 34-1/2""H - Comes With Dummy Drawer Front."
VS33,33,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Sink Base Cabinet - 33""W x 34 1/2""H x 21""D"
VS36,36,34.5,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Sink Base Cabinet - 36""W X 21""D X 34-1/2""H - Comes With Dummy Drawer Front."
VSD36,36,34.5,21,VANITY,LOVE_MILESTONE,"Shaker Gray - Vanity Combo - 36""W X 21""D X 34-1/2""H With 2 Door, Drawer And 1 Dummy Drawer"
VSD42,42,34.5,21,VANITY,LOVE_MILESTONE,"Shaker Gray - Vanity Combo - 42""W X 21""D X 34-1/2""H With 2 Door, Drawer And 1 Dummy Drawer"
VSD48,48,34.5,21,VANITY,LOVE_MILESTONE,"Shaker Gray - Vanity Combo - 48""W X 21""D X 34-1/2""H With 2 Door, Drawer And 1 Dummy Drawer"
V3021DL,,34.5,,VANITY,LOVE_MILESTONE,"Shaker Gray - Vanity Combo - 30""Wx21""Dx34-1/2""H 1 door, 3 Drawers on Left"
V3021DR,,34.5,,VANITY,LOVE_MILESTONE,"Shaker Gray - Vanity Combo - 30""Wx21""Dx34-1/2""H 1 door, 3 Drawers on Right"
V3321DL,33,,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Sink Base - 33""W x 34 1/2"" x 21""D - 1D, 3 Left DRW"
V3321DR,33,,21,VANITY_SINK_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Sink Base - 33""W x 34 1/2"" x 21""D - 1D, 3 Right DRW"
V3621DL,,34.5,,VANITY,LOVE_MILESTONE,"Shaker Gray - Vanity Combo - 36""Wx21""Dx34-1/2""H 2 door, 3 Drawers on Left"
V3621DR,,34.5,,VANITY,LOVE_MILESTONE,"Shaker Gray - Vanity Combo - 36""Wx21""Dx34-1/2""H 2 door, 3 Drawers on Right"
3VDB12,12,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Drawer Base - 12""W X 21""D X 34-1/2""H With 3 Drawer"
3VDB15,15,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Drawer Base - 15""W X 21""D X 34-1/2""H With 3 Drawer"
3VDB18,18,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Drawer Base - 18""W X 21""D X 34-1/2""H With 3 Drawer"
3VDB21,21,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Drawer Base Cabinet - 21""W x 34 1/2""H x 21""D - 3 DRW"
3VDB24,24,34.5,21,VANITY_DRAWER_BASE,LOVE_MILESTONE,"Shaker Gray - Vanity Drawer Base Cabinet - 24""W x 34 1/2""H x 21""D - 3 DRW"
 AI,,,,,LOVE_MILESTONE,Waste bin
 W,36,22,0.25,WALL,LOVE_MILESTONE,"Shelf Board - Wall Cabinet 36""W x 22""H x 1/4D"
 B,48,10,0.875,BASE,LOVE_MILESTONE,"Shelf Board - Base Cabinet 48""W x 10""H x 7/8""D"
Interior,48,48,0.25,SKIN_PANEL,LOVE_MILESTONE,"Skin Panel - Natural finish with clear UV coating - 48""W x 48""H x 1/4""D"
BT09,9,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Tray - 9""W X 24""D X 34-1/2""H With 1 Door"
B12,12,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet Single Door-12""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf"
B15,15,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet Single Door-15""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf"
B18,18,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet Single Door -18""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf"
B21,21,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet Single Door - 21""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf"
B24,24,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet Double Door - 24""W X 24""D X 34-1/2""H With 2 Door, 1 Drawer And Shelf"
B27,27,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet Double Door - 27""W X 24""D X 34-1/2""H With 2 Door, 1 Drawer And Shelf"
B30,30,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet Double Door - 30""W X 24""D X 34-1/2""H With 2 Door, 2 Drawer And 1 Shelf"
B33,33,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet Double Door - 33""W X 24""D X 34-1/2""H With 2 Door, 2 Drawer And 1 Shelf"
B36,36,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet Double Door - 36""W X 24""D X 34-1/2""H With 2 Door, 2 Drawer And 1 Shelf"
B42,42,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet Double Door - 42""W X 24""D X 34-1/2""H With 2 Door, 2 Drawer And 1 Shelf"
BFH12,12,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet - Full Height Door-12""W x 34-1/2""H x 24""D - 1D, 1S"
BFH15,15,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet - Full Height Door-15""W x 34-1/2""H x 24""D - 1D, 1S"
BFH18,18,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet - Full Height Door-18""W x 34-1/2""H x 24""D - 1D, 1S"
BFH21,21,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet - Full Height Door-21""W x 34-1/2""H x 24""D - 1D, 1S"
BFH24,24,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet - Full Height Door-24""W x 34-1/2""H x 24""D - 2D, 1S"
BFH27,27,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet - Full Height Door-27""W x 34-1/2""H x 24""D - 2D, 1S"
BFH30,30,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet - Full Height Door-30""W x 34-1/2""H x 24""D - 2D, 1S"
BFH33,33,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet - Full Height Door-33""W x 34-1/2""H x 24""D - 2D, 1S"
BFH36,36,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Cabinet - Full Height Door-36""W x 34-1/2""H x 24""D - 2D, 1S"
2DB24,24,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Shaker Espresso - Drawer Base Cabinet - 24""W x 34-1/2""H x 24""D - 2DRW"
2DB30,30,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Shaker Espresso - Drawer Base Cabinet - 30""W x 34-1/2""H x 24""D - 2DRW"
2DB36,36,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Shaker Espresso - Drawer Base Cabinet - 36""W x 34-1/2""H x 24""D - 2DRW"
3DB12,12,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Shaker Espresso - Drawer Base Cabinet - 12""W X 24""D X 34-1/2""H With 3 Drawer"
3DB15,15,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Shaker Espresso - Drawer Base Cabinet - 15""W X 24""D X 34-1/2""H With 3 Drawer"
3DB18,18,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Shaker Espresso - Drawer Base Cabinet - 18""W X 24""D X 34-1/2""H With 3 Drawer"
3DB21,21,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Shaker Espresso - Drawer Base Cabinet - 21""W X 24""D X 34-1/2""H With 3 Drawer"
3DB27,,,,,LOVE_MILESTONE,
3DB33,,,,,LOVE_MILESTONE,
3DB24,24,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Shaker Espresso - Drawer Base Cabinet - 24""W X 24""D X 34-1/2""H With 3 Drawer"
3DB30,30,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Shaker Espresso - Drawer Base Cabinet - 30""W X 24""D X 34-1/2""H With 3 Drawer"
3DB36,36,34.5,24,DRAWER_BASE,LOVE_MILESTONE,"Shaker Espresso - Drawer Base Cabinet - 36""W X 24""D X 34-1/2""H With 3 Drawer"
SB27,27,34.5,24,SINK_BASE,LOVE_MILESTONE,"Shaker Espresso - Sink Base - 27""W X 24""D X 34-1/2""H With 2 Door And 1 Dummy Drawers"
SB30,30,34.5,24,SINK_BASE,LOVE_MILESTONE,"Shaker Espresso - Sink Base - 30""W X 24""D X 34-1/2""H With 2 Door And 2 Dummy Drawers"
SB33,33,34.5,24,SINK_BASE,LOVE_MILESTONE,"Shaker Espresso - Sink Base - 33""W X 24""D X 34-1/2""H With 2 Door And 2 Dummy Drawers"
SB36,36,34.5,24,SINK_BASE,LOVE_MILESTONE,"Shaker Espresso - Sink Base - 36""W X 24""D X 34-1/2""H With 2 Door And 2 Dummy Drawers"
FSB36,36,34.5,24,SINK_BASE,LOVE_MILESTONE,"Shaker Espresso - Farm Sink Base - 36""W X 24""D X 34-1/2""H With 2 Door"
CSB36,36,34.5,24,SINK_BASE,LOVE_MILESTONE,"Shaker Espresso - Corner Sink Base Cabinet - 36""W X 24""D X 34-1/2""H With 1 Door And 1 Dummy Drawers"
DCSF42,26.25,30,0.75,SINK_BASE,LOVE_MILESTONE,"Shaker Espresso - Corner Sink Base Front - 26 1/4""W X 30""H X 3/4""D - Goes With DCSF42"
BEC24,24,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Angle Base Cabinet - 24""W X 24""D X 34-1/2""H With 2 Door"
ERB33,33,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Easy Reach Base Cabinet - 33""W X 24""D X 34-1/2""H With 1 Door And Shelf"
ERB36,36,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Easy Reach Base Cabinet - 36""W X 24""D X 34-1/2""H With 1 Door And Shelf"
BBC36,33,34.5,24,BLIND_BASE,LOVE_MILESTONE,"Shaker Espresso - Blind Base Corner Cabinet - 33""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf - Install Range 36"" - 39"""
BBC39,36,34.5,24,BLIND_BASE,LOVE_MILESTONE,"Shaker Espresso - Blind Base Corner Cabinet - 36""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf - Install Range 39"" - 42"""
BBC42,39,34.5,24,BLIND_BASE,LOVE_MILESTONE,"Shaker Espresso - Blind Base Corner Cabinet - 39""W X 24""D X 34-1/2""H With 1 Door, Drawer And Shelf - Install Range 42"" - 45"""
BES12,12,34.5,24,BASE_END,LOVE_MILESTONE,"Shaker Espresso - Base End Shelf - 12""W X 24""D X 34-1/2""H"
SPB9,9,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Spice Pull Base Cabinet - 9""W X 34-1/2""H X 24""D"
BSDC6,6,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Spice Drawer: 6""W X 24""D X 34-1/2""H- 5 Drawers"
MB30,30,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Microwave Base Cabinet - 30""W X 34-1/2""H X 24""D"
MB33,33,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Microwave Base Cabinet - 33""W X 34-1/2""H X 24""D"
BWB18,18,34.5,24,BASE,LOVE_MILESTONE,"Shaker Espresso - Base Waste Basket Cabinet - 18""W X 34-1/2""H X 24""D"
DFB18,18,29.5,21,BASE,LOVE_MILESTONE,"Shaker Espresso - Document File Base Cabinet - 18""W X 21""D X 29-1/2""H - Top Drawer: 6-1/4""H Bottom Drawer: 17-1/2""H"
W0930,9,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 9""W X 30""H X 12""D With 1 Door And 2 Shelf"
W1230,12,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 12""W X 30""H X 12""D With 1 Door And 2 Shelf"
W1530,15,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 15""W X 30""H X 12""D With 1 Door And 2 Shelf"
W1830,18,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 18""W X 30""H X 12""D With 1 Door And 2 Shelf"
W2130,21,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 21""W X 30""H X 12""D With 1 Door And 2 Shelf"
W2430,24,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 24""W X 30""H X 12""D With 2 Door And 2 Shelf"
W2730,27,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 27""W X 30""H X 12""D With 2 Door And 2 Shelf"
W3030,30,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 30""W X 30""H X 12""D With 2 Door And 2 Shelf"
W3330,33,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 33""W X 30""H X 12""D With 2 Door And 2 Shelf"
W3630,36,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 36""W X 30""H X 12""D With 2 Door And 2 Shelf"
W3930,39,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 39""W X 30""H X 12""D With 2 Door And 2 Shelf"
W0936,9,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 9""W X 36""H X 12""D With 1 Door And 2 Shelf"
W1236,12,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 12""W X 36""H X 12""D With 1 Door And 2 Shelf"
W1536,15,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 15""W X 36""H X 12""D With 1 Door And 2 Shelf"
W1836,18,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 18""W X 36""H X 12""D With 1 Door And 2 Shelf"
W2136,21,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 21""W X 36""H X 12""D With 1 Door And 2 Shelf"
W2436,24,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 24""W X 36""H X 12""D With 2 Door And 2 Shelf"
W2736,27,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 27""W X 36""H X 12""D With 2 Door And 2 Shelf"
W3036,30,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 30""W X 36""H X 12""D With 2 Door And 2 Shelf"
W3336,33,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 33""W X 36""H X 12""D With 2 Door And 2 Shelf"
W3636,36,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 36""W X 36""H X 12""D With 2 Door And 2 Shelf"
W0942,9,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 9""W X 42""H X 12""D With 1 Door And 3 Shelf"
W1242,12,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 12""W X 42""H X 12""D With 1 Door And 3 Shelf"
W1542,15,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 15""W X 42""H X 12""D With 1 Door And 3 Shelf"
W1842,18,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 18""W X 42""H X 12""D With 1 Door And 3 Shelf"
W2142,21,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Single Door - 21""W X 42""H X 12""D With 1 Door And 3 Shelf"
W2442,24,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 24""W X 42""H X 12""D With 2 Door And 3 Shelf"
W2742,27,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 27""W X 42""H X 12""D With 2 Door And 3 Shelf"
W3042,30,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 30""W X 42""H X 12""D With 2 Door And 3 Shelf"
W3342,33,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 33""W X 42""H X 12""D With 2 Door And 3 Shelf"
W3642,36,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 36""W X 42""H X 12""D With 2 Door And 3 Shelf"
W3012,30,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 30""W X 12""H X 12""D With 2 Door"
W3312,33,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 33""W X 12""H X 12""D With 2 Door"
W3612,36,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 36""W X 12""H X 12""D With 2 Door"
W3015,30,15,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 30""W X 15""H X 12""D With 2 Door"
W3315,33,15,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 33""W X 15""H X 12""D With 2 Door"
W3615,36,15,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 36""W X 15""H X 12""D With 2 Door"
W2418,24,18,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 24""W X 18""H X 12""D With 2 Door"
W3018,30,18,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 30""W X 18""H X 12""D With 2 Door"
W3318,33,18,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 33""W X 18""H X 12""D With 2 Door"
W3618,36,18,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 36""W X 18""H X 12""D With 2 Door"
W3024,30,24,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 30""W X 24""H X 12""D With 2 Door"
W3324,33,24,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 33""W X 24""H X 12""D With 2 Door"
W3624,36,24,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Cabinet Double Door - 36""W X 24""H X 12""D With 2 Door"
W1530GD,15,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Glass Door Cabinet With Finished Interior - 15""W X 30""H X 12""D-1D-2S *Clear Glass Included"
W1830GD,18,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Glass Door Cabinet With Finished Interior - 18""W X 30""H X 12""D-1D-2S *Clear Glass Included"
W1536GD,15,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Glass Door Cabinet With Finished Interior - 15""W X 36""H X 12""D-1D-2S *Clear Glass Included"
W1836GD,18,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Glass Door Cabinet With Finished Interior - 18""W X 36""H X 12""D-1D-2S *Clear Glass Included"
W3018GD,30,18,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 30""W X 18""H X 12""D *Clear Glass Included"
W1542GD,15,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Glass Door Cabinet With Finished Interior - 15""W X 42""H X 12""D-1D-3S *Clear Glass Included"
W1842GD,18,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall Glass Door Cabinet With Finished Interior - 18""W X 42""H X 12""D-1D-3S *Clear Glass Included"
W2430GD,24,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 24""W X 30""H X 12""D-2D-2S *Clear Glass Included"
W3030GD,30,30,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 30""W X 30""H X 12""D-2D-2S *Clear Glass Included"
W2436GD,24,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 24""W X 36""H X 12""D-2D-2S *Clear Glass Included"
W3036GD,30,36,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 30""W X 36""H X 12""D-2D-2S *Clear Glass Included"
W2442GD,24,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 24""W X 42""H X 12""D-2D-3S *Clear Glass Included"
W3042GD,30,42,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 30""W X 42""H X 12""D-2D-3S *Clear Glass Included"
W1212GD,12,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Single Glass door - 12""W X 12""H X 12""D *Clear Glass Included"
W1512GD,15,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Single Glass door - 15""W X 12""H X 12""D *Clear Glass Included"
W1812GD,18,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Single Glass door - 18""W X 12""H X 12""D *Clear Glass Included"
W2112GD,21,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Single Glass door - 21""W X 12""H X 12""D *Clear Glass Included"
W2412GD,24,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 24""W X 12""H X 12""D *Clear Glass Included"
W2712GD,27,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 27""W X 12""H X 12""D *Clear Glass Included"
W3012GD,30,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 30""W X 12""H X 12""D *Clear Glass Included"
W3312GD,33,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 33""W X 12""H X 12""D *Clear Glass Included"
W3612GD,36,12,12,WALL,LOVE_MILESTONE,"Shaker Espresso - Wall cabinet Double Glass door - 36""W X 12""H X 12""D *Clear Glass Included"
W301224,30,12,24,WALL,LOVE_MILESTONE,"Shaker Espresso - Refrigerator Wall Cabinet Double Doors - 30""W X 12""H X 24""D With 2 Door"
W301524,30,15,24,WALL,LOVE_MILESTONE,"Shaker Espresso - Refrigerator Wall Cabinet Double Doors - 30""W X 15""H X 24""D With 2 Door"
W301824,30,18,24,WALL,LOVE_MILESTONE,"Shaker Espresso - Refrigerator Wall Cabinet Double Doors - 30""W X 18""H X 24""D With 2 Door"
W331224,33,12,24,WALL,LOVE_MILESTONE,"Shaker Espresso - Refrigerator Wall Cabinet Double Doors - 33""W X 12""H X 24""D With 2 Door"
